STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Andhra Pradesh,Konaseema,Ambajipeta Aws,29.8,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,59.450000000000045,Zone 5,70.2,Zone 5,60.2,Zone 5,67.7,Zone 5,65.2,Zone 5,69.9,Zone 5,68.2,Zone 5,71.4,Zone 5,70.2,Zone 5,74.3,Zone 6
Andhra Pradesh,Krishna,Kv Gopalnagar Machilipatnam,19.8,2026-05-25,00:00:00,69.0,2026-05-24,00:00:00,2026-05-25 00:15:30,19.75,Zone 3,34.0,Zone 4,20.0,Zone 3,29.5,Zone 4,25.2,Zone 3,33.8,Zone 4,29.7,Zone 4,37.9,Zone 4,34.0,Zone 4,47.0,Zone 5
Andhra Pradesh,Ntr,Mylavaram College Of  Engineer,30.1,2026-05-25,00:00:00,61.0,2026-05-24,00:00:00,2026-05-25 00:15:30,33.05000000000001,Zone 4,60.5,Zone 5,32.9,Zone 4,46.8,Zone 5,38.8,Zone 4,60.1,Zone 5,49.1,Zone 5,63.1,Zone 5,60.5,Zone 5,65.3,Zone 5
Andhra Pradesh,Palnadu,Jangameshwarapuram,32.1,2026-05-25,00:00:00,,,,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Palnadu,Rentachintala,33.6,2026-05-25,00:00:00,48.0,2026-05-24,00:00:00,2026-05-25 00:15:30,37.05000000000001,Zone 4,61.7,Zone 5,36.8,Zone 4,52.7,Zone 5,42.4,Zone 4,61.3,Zone 5,54.9,Zone 5,64.1,Zone 5,61.7,Zone 5,66.2,Zone 5
Andhra Pradesh,Prakasam,Cs Puram,32.8,2026-05-25,00:00:00,57.0,2026-05-24,00:00:00,2026-05-25 00:15:30,37.75,Zone 4,63.8,Zone 5,38.2,Zone 4,59.9,Zone 5,45.2,Zone 5,63.4,Zone 5,60.4,Zone 5,65.9,Zone 5,63.8,Zone 5,67.8,Zone 5
Andhra Pradesh,Prakasam,Peda Araveedu,34.9,2026-05-25,00:00:00,23.0,2026-05-24,00:00:00,2026-05-25 00:15:30,33.950000000000045,Zone 4,46.0,Zone 4,34.0,Zone 4,41.9,Zone 4,38.3,Zone 4,45.7,Zone 4,42.2,Zone 4,55.7,Zone 5,46.0,Zone 4,61.0,Zone 5
Andhra Pradesh,Srikakulam,Nagaralapeta Kalingapatnam,,,,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Srikakulam,Ragolu,29.1,2026-05-25,00:00:00,94.0,2026-05-24,00:00:00,2026-05-25 00:15:30,40.85000000000002,Zone 5,67.1,Zone 5,39.7,Zone 5,63.9,Zone 5,60.4,Zone 5,66.7,Zone 5,64.4,Zone 5,68.7,Zone 5,67.1,Zone 5,70.2,Zone 5
Andhra Pradesh,Visakhapatnam,Anandapuram Arg,29.0,2026-05-25,00:00:00,81.0,2026-05-24,00:00:00,2026-05-25 00:15:30,34.35000000000002,Zone 4,64.0,Zone 5,34.3,Zone 4,60.2,Zone 5,46.7,Zone 5,63.6,Zone 5,60.7,Zone 5,66.1,Zone 5,64.0,Zone 5,68.0,Zone 5
Andhra Pradesh,Visakhapatnam,Gangavaram Port,29.9,2026-05-25,00:00:00,,,,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Visakhapatnam,Mehadrigadda Dam,44.1,2026-05-25,00:00:00,93.0,2026-05-24,00:00:00,2026-05-25 00:15:30,114.55000000000001,Zone 6,122.4,Zone 6,114.0,Zone 6,118.6,Zone 6,116.8,Zone 6,121.4,Zone 6,119.6,Zone 6,124.1,Zone 6,122.4,Zone 6,126.8,Zone 6
Andhra Pradesh,Vizianagaram,Bobbili,29.4,2026-05-25,00:00:00,92.0,2026-05-24,00:00:00,2026-05-25 00:15:30,41.25,Zone 5,67.5,Zone 5,42.5,Zone 5,64.4,Zone 5,61.0,Zone 5,67.1,Zone 5,64.9,Zone 5,69.1,Zone 5,67.5,Zone 5,70.5,Zone 5
Andhra Pradesh,Vizianagaram,Vizianagaram,30.9,2026-05-25,00:00:00,89.0,2026-05-24,00:00:00,2026-05-25 00:15:30,55.75,Zone 5,69.4,Zone 5,57.0,Zone 5,66.7,Zone 5,63.8,Zone 5,69.0,Zone 5,67.1,Zone 5,70.7,Zone 5,69.4,Zone 5,72.6,Zone 6
Andhra Pradesh,West Godavari,Bhimavaram,30.9,2026-05-25,00:00:00,,,,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,West Godavari,Kv Gopannapalem Eluru,30.4,2026-05-25,00:00:00,55.0,2026-05-24,00:00:00,2026-05-25 00:15:30,32.650000000000034,Zone 4,59.5,Zone 5,32.8,Zone 4,43.1,Zone 4,38.4,Zone 4,59.1,Zone 5,44.6,Zone 5,62.3,Zone 5,59.5,Zone 5,64.7,Zone 5
Andhra Pradesh,West Godavari,Maruteru,31.0,2026-05-25,00:00:00,91.0,2026-05-24,00:00:00,2026-05-25 00:15:30,59.450000000000045,Zone 5,69.9,Zone 5,59.4,Zone 5,67.3,Zone 5,64.6,Zone 5,69.5,Zone 5,67.7,Zone 5,71.1,Zone 5,69.9,Zone 5,73.5,Zone 6
Andhra Pradesh,West Godavari,Narsapur,30.9,2026-05-25,00:00:00,81.0,2026-05-24,00:00:00,2026-05-25 00:15:30,40.150000000000034,Zone 5,67.3,Zone 5,41.3,Zone 5,64.2,Zone 5,60.8,Zone 5,67.0,Zone 5,64.7,Zone 5,69.0,Zone 5,67.3,Zone 5,70.4,Zone 5
Andhra Pradesh,Ysr Kadapa,Agricultural College  Badvel,32.5,2026-05-25,00:00:00,55.0,2026-05-24,00:00:00,2026-05-25 00:15:30,36.55000000000001,Zone 4,62.4,Zone 5,36.6,Zone 4,56.3,Zone 5,42.5,Zone 4,62.0,Zone 5,58.3,Zone 5,64.8,Zone 5,62.4,Zone 5,66.8,Zone 5
Arunachal Pradesh,Anjaw,Hayuliang Circle,19.6,2026-05-25,00:00:00,91.0,2026-05-24,00:00:00,2026-05-25 00:15:30,20.650000000000034,Zone 3,35.1,Zone 4,20.5,Zone 3,30.1,Zone 4,25.3,Zone 4,34.8,Zone 4,30.3,Zone 4,43.0,Zone 5,35.1,Zone 4,56.3,Zone 5
Arunachal Pradesh,Changlang,Miao,24.9,2026-05-24,23:45:00,91.0,2026-05-24,23:45:00,2026-05-25 00:15:30,27.05000000000001,Zone 4,59.7,Zone 5,27.3,Zone 4,43.1,Zone 5,33.8,Zone 4,59.3,Zone 5,45.3,Zone 5,62.4,Zone 5,59.7,Zone 5,64.8,Zone 5
Arunachal Pradesh,East Kameng,Seppa Pampoli,26.4,2026-05-25,00:00:00,92.0,2026-05-24,00:00:00,2026-05-25 00:15:30,30.05000000000001,Zone 4,62.4,Zone 5,30.2,Zone 4,56.0,Zone 5,37.7,Zone 5,62.0,Zone 5,58.1,Zone 5,64.7,Zone 5,62.4,Zone 5,66.8,Zone 5
Arunachal Pradesh,Kamle,Raga,21.8,2026-05-25,00:00:00,86.0,2026-05-24,00:00:00,2026-05-25 00:15:30,22.950000000000045,Zone 3,39.2,Zone 5,23.2,Zone 3,33.2,Zone 4,28.3,Zone 4,38.2,Zone 4,33.6,Zone 4,53.3,Zone 5,39.2,Zone 5,60.5,Zone 5
Arunachal Pradesh,Kurung Kumey,Koloraing,20.3,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,21.850000000000023,Zone 3,39.6,Zone 5,22.0,Zone 3,32.0,Zone 4,27.0,Zone 4,38.4,Zone 5,32.4,Zone 4,53.6,Zone 5,39.6,Zone 5,60.6,Zone 5
Arunachal Pradesh,Kurung Kumey,Nyapin,20.4,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,21.950000000000045,Zone 3,39.6,Zone 5,22.0,Zone 3,32.0,Zone 4,27.0,Zone 4,38.4,Zone 5,32.4,Zone 4,53.6,Zone 5,39.6,Zone 5,60.6,Zone 5
Arunachal Pradesh,Leparada,Basar,21.1,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,22.75,Zone 3,42.5,Zone 5,22.6,Zone 3,32.8,Zone 4,27.7,Zone 4,41.2,Zone 5,33.3,Zone 4,56.3,Zone 5,42.5,Zone 5,61.2,Zone 5
Arunachal Pradesh,Lohit,Wakro,22.5,2026-05-25,00:00:00,,,,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Longding,Longding,22.9,2026-05-25,00:00:00,,,,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Longding,Longding New,24.1,2026-05-25,00:00:00,86.0,2026-05-24,00:00:00,2026-05-25 00:15:30,25.450000000000045,Zone 4,51.5,Zone 5,25.3,Zone 4,36.5,Zone 4,31.4,Zone 4,49.9,Zone 5,37.0,Zone 4,60.2,Zone 5,51.5,Zone 5,62.8,Zone 5
Arunachal Pradesh,Lower Siang,Kangku,23.8,2026-05-24,23:30:00,100.0,2026-05-24,23:30:00,2026-05-25 00:15:30,25.75,Zone 4,59.8,Zone 5,26.1,Zone 4,43.6,Zone 5,32.9,Zone 4,59.4,Zone 5,45.9,Zone 5,62.5,Zone 5,59.8,Zone 5,64.8,Zone 5
Arunachal Pradesh,Lower Subansiri,Deed,17.6,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,18.55000000000001,Zone 3,32.9,Zone 4,18.4,Zone 3,28.0,Zone 4,24.0,Zone 3,32.7,Zone 4,28.2,Zone 4,37.9,Zone 5,32.9,Zone 4,51.3,Zone 5
Arunachal Pradesh,Lower Subansiri,Ziro Manipolyang,18.9,2026-05-25,00:00:00,85.0,2026-05-24,00:00:00,2026-05-25 00:15:30,19.450000000000045,Zone 3,33.9,Zone 4,19.6,Zone 3,29.1,Zone 4,24.8,Zone 3,33.7,Zone 4,29.4,Zone 4,38.0,Zone 4,33.9,Zone 4,51.1,Zone 5
Arunachal Pradesh,Namsai,Lekang,23.1,2026-05-24,23:45:00,93.0,2026-05-24,23:45:00,2026-05-25 00:15:30,24.650000000000034,Zone 3,50.5,Zone 5,24.5,Zone 3,35.6,Zone 4,30.4,Zone 4,48.9,Zone 5,36.1,Zone 4,60.0,Zone 5,50.5,Zone 5,62.6,Zone 5
Arunachal Pradesh,Namsai,Namsai Kvk,22.3,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,24.05000000000001,Zone 3,52.5,Zone 5,24.3,Zone 3,35.4,Zone 4,30.1,Zone 4,50.9,Zone 5,36.0,Zone 4,60.4,Zone 5,52.5,Zone 5,63.0,Zone 5
Arunachal Pradesh,Papumpare,Itanagar,24.2,2026-05-24,23:30:00,100.0,2026-05-24,23:30:00,2026-05-25 00:15:30,26.450000000000045,Zone 4,59.8,Zone 5,26.1,Zone 4,43.6,Zone 5,32.9,Zone 4,59.4,Zone 5,45.9,Zone 5,62.5,Zone 5,59.8,Zone 5,64.8,Zone 5
Arunachal Pradesh,Tirap,Deomali,25.1,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,28.150000000000034,Zone 4,61.5,Zone 5,28.0,Zone 4,51.8,Zone 5,35.2,Zone 4,61.1,Zone 5,54.1,Zone 5,64.0,Zone 5,61.5,Zone 5,66.1,Zone 5
Arunachal Pradesh,Tirap,Longding,22.3,2026-05-25,00:00:00,,,,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Upper Siang,Yingkiong,23.7,2026-05-24,23:45:00,,,,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Upper Subhanseri,Daporijo,24.9,2026-05-25,00:00:00,94.0,2026-05-24,00:00:00,2026-05-25 00:15:30,27.350000000000023,Zone 4,60.3,Zone 5,27.5,Zone 4,45.9,Zone 5,34.3,Zone 4,59.9,Zone 5,48.3,Zone 5,62.9,Zone 5,60.3,Zone 5,65.2,Zone 5
Arunachal Pradesh,West Kameng,Bomdila,18.5,2026-05-25,00:00:00,,,,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,West Kameng,Dirang,19.6,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,21.05000000000001,Zone 3,35.9,Zone 4,20.9,Zone 3,30.6,Zone 4,25.7,Zone 4,35.5,Zone 4,30.9,Zone 4,48.0,Zone 5,35.9,Zone 4,59.4,Zone 5
Arunachal Pradesh,West Kameng,Dirang,17.4,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,18.350000000000023,Zone 3,32.9,Zone 4,18.4,Zone 3,28.0,Zone 4,24.0,Zone 3,32.7,Zone 4,28.2,Zone 4,37.9,Zone 5,32.9,Zone 4,51.3,Zone 5
Arunachal Pradesh,West Kameng,Kalaktang,17.8,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,18.850000000000023,Zone 3,33.6,Zone 4,19.1,Zone 3,28.6,Zone 4,24.4,Zone 3,33.3,Zone 4,28.9,Zone 4,40.2,Zone 5,33.6,Zone 4,53.7,Zone 5
Arunachal Pradesh,West Siang,Along,23.6,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,25.450000000000045,Zone 4,58.9,Zone 5,25.3,Zone 3,39.9,Zone 5,31.9,Zone 4,57.4,Zone 5,42.0,Zone 5,61.8,Zone 5,58.9,Zone 5,64.2,Zone 5
Arunachal Pradesh,West Siang,Yomcha,21.3,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,22.950000000000045,Zone 3,45.7,Zone 5,23.2,Zone 3,33.6,Zone 4,28.5,Zone 4,44.3,Zone 5,34.1,Zone 4,58.9,Zone 5,45.7,Zone 5,61.8,Zone 5
Assam,Barpeta,Bajali University,23.9,2026-05-24,23:45:00,100.0,2026-05-24,23:45:00,2026-05-25 00:15:30,25.950000000000045,Zone 4,59.8,Zone 5,26.1,Zone 4,43.6,Zone 5,32.9,Zone 4,59.4,Zone 5,45.9,Zone 5,62.5,Zone 5,59.8,Zone 5,64.8,Zone 5
Assam,Barpeta,Barpeta Kvk,24.0,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,26.150000000000034,Zone 4,59.8,Zone 5,26.1,Zone 4,43.6,Zone 5,32.9,Zone 4,59.4,Zone 5,45.9,Zone 5,62.5,Zone 5,59.8,Zone 5,64.8,Zone 5
Assam,Charaideo,Sonari Aegcl,,,,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Assam,Darrang,Dalgaon,24.6,2026-05-25,00:00:00,89.0,2026-05-24,00:00:00,2026-05-25 00:15:30,26.450000000000045,Zone 4,57.1,Zone 5,26.3,Zone 4,37.9,Zone 5,32.6,Zone 4,55.6,Zone 5,39.8,Zone 5,61.4,Zone 5,57.1,Zone 5,63.9,Zone 5
Assam,Darrang,Garukhuti,24.5,2026-05-25,00:00:00,99.0,2026-05-24,00:00:00,2026-05-25 00:15:30,26.950000000000045,Zone 4,60.5,Zone 5,27.0,Zone 4,46.7,Zone 5,33.9,Zone 4,60.1,Zone 5,49.1,Zone 5,63.1,Zone 5,60.5,Zone 5,65.3,Zone 5
Assam,Darrang,Mangaldai,22.8,2026-05-25,00:00:00,89.0,2026-05-24,00:00:00,2026-05-25 00:15:30,24.150000000000034,Zone 3,47.4,Zone 5,24.4,Zone 3,35.1,Zone 4,30.0,Zone 4,45.9,Zone 5,35.6,Zone 4,59.3,Zone 5,47.4,Zone 5,62.1,Zone 5
Assam,Dhemaji,Silapathar Science College,23.5,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,25.25,Zone 3,58.9,Zone 5,25.3,Zone 3,39.9,Zone 5,31.9,Zone 4,57.4,Zone 5,42.0,Zone 5,61.8,Zone 5,58.9,Zone 5,64.2,Zone 5
Assam,Dhubri,Gauripur Aegcl,24.9,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,27.75,Zone 4,61.5,Zone 5,28.0,Zone 4,51.8,Zone 5,35.2,Zone 4,61.1,Zone 5,54.1,Zone 5,64.0,Zone 5,61.5,Zone 5,66.1,Zone 5
Assam,Dibrugarh,Bcpl Dibrugarh,,,,44.0,2026-05-24,00:00:00,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Dc Ofc Dibrugarh,24.5,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,27.05000000000001,Zone 4,60.7,Zone 5,27.0,Zone 4,47.6,Zone 5,34.0,Zone 4,60.2,Zone 5,50.0,Zone 5,63.2,Zone 5,60.7,Zone 5,65.5,Zone 5
Assam,Dibrugarh,Dibrugarh,21.2,2026-05-25,00:00:00,,,,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Lahowal,,,,12.0,2026-05-24,00:00:00,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Assam,Dima Hasao,Haflong,23.5,2026-05-25,00:00:00,74.0,2026-05-24,00:00:00,2026-05-25 00:15:30,24.350000000000023,Zone 3,39.5,Zone 4,24.3,Zone 3,34.3,Zone 4,29.6,Zone 4,39.1,Zone 4,34.7,Zone 4,53.1,Zone 5,39.5,Zone 4,60.4,Zone 5
Assam,Dima Hasao,Lkhep,26.0,2026-05-25,00:00:00,82.0,2026-05-24,00:00:00,2026-05-25 00:15:30,28.25,Zone 4,59.4,Zone 5,28.3,Zone 4,41.8,Zone 5,34.6,Zone 4,59.0,Zone 5,44.0,Zone 5,62.2,Zone 5,59.4,Zone 5,64.6,Zone 5
Assam,Golaghat,Cnb Collage Bokakhat,26.9,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,32.35000000000002,Zone 4,65.0,Zone 5,32.7,Zone 4,61.3,Zone 5,52.3,Zone 5,64.6,Zone 5,61.8,Zone 5,66.9,Zone 5,65.0,Zone 5,68.7,Zone 5
Assam,Hailakandi,Algapur Circle,25.0,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,27.950000000000045,Zone 4,61.5,Zone 5,28.0,Zone 4,51.8,Zone 5,35.2,Zone 4,61.1,Zone 5,54.1,Zone 5,64.0,Zone 5,61.5,Zone 5,66.1,Zone 5
Assam,Hailakandi,Panchgram Aegcl,24.8,2026-05-25,00:00:00,99.0,2026-05-24,00:00:00,2026-05-25 00:15:30,27.55000000000001,Zone 4,61.3,Zone 5,27.9,Zone 4,50.8,Zone 5,35.0,Zone 4,60.9,Zone 5,53.2,Zone 5,63.8,Zone 5,61.3,Zone 5,66.0,Zone 5
Assam,Hajoi,Lumding,26.2,2026-05-25,00:00:00,72.0,2026-05-24,00:00:00,2026-05-25 00:15:30,27.75,Zone 4,52.0,Zone 5,27.5,Zone 4,38.1,Zone 4,33.3,Zone 4,50.5,Zone 5,38.6,Zone 4,60.3,Zone 5,52.0,Zone 5,62.9,Zone 5
Assam,Kamrup,Amingaon,,,,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Assam,Kamrup,Boko Aegcl,24.3,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,26.650000000000034,Zone 4,60.7,Zone 5,27.0,Zone 4,47.6,Zone 5,34.0,Zone 4,60.2,Zone 5,50.0,Zone 5,63.2,Zone 5,60.7,Zone 5,65.5,Zone 5
Assam,Kamrup,Chandubi,28.9,2026-05-25,00:00:00,,,,2026-05-25 00:15:30,,,,,,,,,,,,,,,,,,,,
Assam,Kamrup,Kukurmara Mirza Aegcl,23.0,2026-05-25,00:00:00,100.0,2026-05-24,00:00:00,2026-05-25 00:15:30,24.75,Zone 3,55.8,Zone 5,24.8,Zone 3,36.7,Zone 5,31.0,Zone 4,54.3,Zone 5,38.5,Zone 5,61.1,Zone 5,55.8,Zone 5,63.6,Zone 5
